"gene","meanreadprop","Pop_P","Fib_P","Pop:Fib_P","Pop_GvS_C","Pop_RvS_C","Fib_C","GvS:Fib_C","RvS:Fib_C"
"ENSGACT00000026655","4.50902883846973e-05","0.356018496311755","0.000131558426416305","0.517813154847983","0.0434286201426592","0.113141514815379","-0.0368573495810044","-0.00746743416428456","-0.0354887981687348"
"ENSGACT00000012162","5.82460935178985e-05","0.000837859400312138","0.000131908991712545","0.735556881707996","-0.0498989137069038","0.046647608599992","0.0363531275239517","0.000108824452546491","-0.0136054997198907"
"ENSGACT00000011500","3.7496201924164e-05","0.00932902194178803","0.000133839273432529","0.245752891124001","0.0781305525048703","-0.14660534286358","0.0522403352930366","-0.0290138781649424","0.0289390370617405"
"ENSGACT00000005287","0.00012374743521193","2.49980490252175e-17","0.000134381629731411","0.0466100482148609","-0.0209659933199483","0.0491259198346658","0.00936480765362899","0.00689788855549879","-0.00746825392060805"
"ENSGACT00000014232","6.25156063000959e-05","5.52396989506922e-59","0.000134609500101055","0.0267423172142858","-0.122744910166828","0.238665200342947","-0.0523078662962888","0.0159685151258266","0.0465101691765263"
"ENSGACT00000025522","0.000104984748238654","7.14639783819691e-25","0.000134666286195023","0.893137433178464","0.0132694258924269","0.095831711192419","0.0110048838055075","0.00382458254599494","0.0011416257342707"
"ENSGACT00000025313","9.41035030583248e-05","8.02248077275008e-17","0.000135927767000761","0.42033558375337","-0.00802584932582833","0.0769239560649251","0.0115241805539815","0.00830854941446613","-0.00261350783932671"
"ENSGACT00000021799","0.000114522921688341","4.18950386346698e-05","0.000136298730188986","0.338758655098821","-0.0530987760186423","0.0199466534838918","0.0219298637617238","0.00449640661854543","-0.0129501538312906"
"ENSGACT00000016363","5.1173752538155e-05","4.85002915549365e-07","0.000136442082859157","0.48495815060634","0.108598074524644","-0.0317994945832617","-0.0426487235400274","0.00111260601280099","0.0238609729631487"
"ENSGACT00000006745","6.87996438878013e-05","1.90416636360694e-13","0.000137187258769277","0.0181798890143592","-0.0430080166450523","0.10864769855219","0.0193536963990868","0.0244771118951145","-0.0147127144815552"
"ENSGACT00000001216","4.0890192202469e-05","0.00878559617484159","0.00013722969252418","0.109657740784514","-0.025947782823756","-0.085970774447905","-0.0252826935371739","-0.0492302383402668","-0.000479791335290949"
"ENSGACT00000008239","8.51029957445145e-05","0.0190597469110301","0.00013759038409461","0.130702683714435","-0.0347996270173527","-0.0421168890781825","0.00737340351024645","0.0182991004808815","0.00511985774428222"
"ENSGACT00000004750","2.71422041383391e-05","0.00254403632662289","0.000137818007243555","0.926623389723562","0.0391692338112639","0.29452425130714","-0.11451226745289","0.00364971505566387","0.0236345435208636"
"ENSGACT00000017234","7.92370678476257e-05","1.31097731859222e-09","0.000137882644580753","0.192975341384741","0.0376590656079267","0.0672310334108349","-0.022613795084772","0.0136982078330408","0.0138052954300694"
"ENSGACT00000022379","4.83457822115868e-05","0.0759614184982183","0.00013822103036661","0.766767187953997","0.0680358325846612","0.0619470951947214","0.0418906441525906","0.00356346000710307","-0.0135896824617512"
"ENSGACT00000021139","7.70874410176358e-05","2.94325603385051e-23","0.000138296057316864","0.951893800146879","-0.0481968665145347","0.157304247909108","-0.0258949126842199","0.00505950232673499","0.00210511685252262"
"ENSGACT00000025448","0.000112744121486185","8.58780587302064e-07","0.000138392495360525","0.332438498470464","-0.0183934564573356","0.00542438301964632","0.0041154421601605","0.00467456053667401","-1.78192622703501e-05"
"ENSGACT00000009661","0.0001471078899984","3.32570916334324e-29","0.000139808806938508","0.435820247034773","-0.0173430687499935","0.0676290298894831","0.00645329474561807","0.00817436170056609","0.00283468106990554"
"ENSGACT00000024976","5.55960649913047e-05","1.79366308366192e-23","0.000140090757495158","0.621193964800009","-0.0497433989592235","0.161875804466367","0.0249012969308367","0.0112185989652185","-0.00538597027151143"
"ENSGACT00000003584","8.88123634480515e-05","4.27556100298109e-05","0.000140150490764882","0.065243213063704","-0.0364413982315027","0.0227350394672127","0.00772564833132901","0.0203726731639307","0.002377034275298"
"ENSGACT00000013936","9.38410405667497e-05","5.9729166074047e-52","0.000140504209611222","0.962732860845342","-0.078328034860394","0.103075126620052","0.0133594428066892","0.00244079335775697","0.0019472670683024"
"ENSGACT00000014231","8.77706020156595e-05","6.54636060337699e-39","0.000140676602423195","0.309727879926976","-0.0242080385157556","0.115343179030182","0.0169618412606565","-0.000286417444635783","-0.0109831440389479"
"ENSGACT00000001694","7.96598919666265e-05","4.58932641210848e-50","0.000141619350930876","0.0391927283970853","-0.0982000765489037","0.109767538956559","0.00867376948740689","0.024330154358588","0.00154292633137418"
"ENSGACT00000025984","3.12043067827963e-05","9.3601678935964e-15","0.0001436242358474","0.0386644980303971","0.261979398160856","0.399781393712875","-0.14924649841329","0.0952805516607228","0.116888489640874"
"ENSGACT00000022471","2.58427757961251e-05","0.00842374395469958","0.000144105020970719","0.497538702716403","0.0803617495524237","-0.0125232542810778","-0.0532345736033833","-0.00310497602747893","-0.0488017571261362"
"ENSGACT00000021935","7.78434184540495e-05","1.55720718912784e-22","0.000146329926270165","0.103865608005993","0.033277820368219","0.147620946516512","0.0201249759857506","0.00779838694023681","-0.0152264129910732"
"ENSGACT00000010419","0.000113428336225287","1.93729425881597e-19","0.000146832111527356","0.0498597124357004","-0.0597782893333597","0.0466304555845354","0.0147564572854738","0.00676002228332407","-0.0127607761297107"
"ENSGACT00000005842","6.17651323156708e-05","0.0122185295796237","0.000146924780788452","0.209563146282647","-0.048685976986187","-0.0156581308363357","-0.0259835255566851","-0.00622785916329283","0.0179414139353277"
"ENSGACT00000026090","2.60084268006315e-05","0.00741230425462164","0.000147082413024247","0.416044108339612","0.0579199537344235","0.241102755760507","-0.0363465166093496","-0.0511267707791172","-0.0524435090638906"
"ENSGACT00000011349","3.5821258541094e-05","3.15321912834518e-14","0.000147103956537868","0.87191151522459","-0.121260750905253","-0.378978305465995","0.0598255912634375","-0.00622712778525634","-0.0180594721239785"
"ENSGACT00000006963","0.000107553970819188","3.8218704502731e-05","0.00014785634101894","0.061064319480849","0.0195048459962094","0.0188875598548482","0.00823611937990575","-0.00798679215844552","0.00174209482968305"
"ENSGACT00000010662","0.000180409162572901","3.56870573499703e-68","0.000148401619263852","0.0502469910788719","-0.0386813280871049","0.0826290645339302","0.00797336591708313","0.00710285185748575","-0.00580469264490103"
"ENSGACT00000022949","0.000112575724600312","0.00997352488505101","0.000148569891562311","0.290924307590256","-0.0130940688128455","0.0110983669880621","0.00890836378966459","0.00390106505800323","-0.0048781664855901"
"ENSGACT00000007672","3.93530803778241e-05","9.52567332086738e-25","0.000149026660967224","0.274562870427635","0.0066034749686585","0.434633079888557","0.0783700242575747","-0.0150062925257925","-0.0506898861210689"
"ENSGACT00000022556","9.17716329423286e-05","1.24709260146614e-14","0.000149370432277157","0.00202169338559958","-0.0929339972987656","0.0547480285245526","0.0130579764197633","0.0314395436468164","-0.0102409013636053"
"ENSGACT00000003366","0.000122390017844191","2.08336236721158e-06","0.000149948750107141","0.821967911408427","-0.0298843018165503","-0.0238335917155049","0.00727498936355878","0.00164145828735259","-0.00142385260366472"
"ENSGACT00000022056","3.86908099554516e-05","0.0305016858702542","0.000151755847678134","0.6022540326696","0.0400843687471888","-0.0118786452375021","-0.0326080035158205","-0.0102219346743273","-0.0287587642529732"
"ENSGACT00000018014","9.4836260024144e-05","9.87523327294671e-13","0.000152666438551853","0.867673904535838","-0.0403839647880809","-0.110923520717128","0.0135489220496488","0.00112013571535921","0.00504096767199713"
"ENSGACT00000016129","9.52419978380234e-05","1.0671694878667e-22","0.000152986880747373","0.104413502770146","0.0102973243150407","0.0860631165346915","0.0104329530136543","0.00800044568118953","-0.00669779140671122"
"ENSGACT00000024670","8.35174100893458e-05","3.27383103377684e-22","0.000153225083846014","0.0351556430535548","-0.0298259026717499","0.0907327022033131","0.0153592835333992","0.0094375462399415","-0.0133167627280133"
"ENSGACT00000008545","6.98816867718427e-05","5.83515763458272e-06","0.000153321366607139","0.489975509371691","-0.0436875517686783","-0.0801945883337867","0.011739521058172","0.0126678281633774","0.00388578904943024"
"ENSGACT00000007924","9.8125059661088e-05","1.93209284542119e-05","0.000153395883659963","0.548158525882044","0.0800442758247552","0.137366815873422","-0.0515101927147882","0.0166180322549075","0.0257117614083105"
"ENSGACT00000024843","9.73760095513353e-05","7.88000249625817e-07","0.000153750019907963","0.925368623736429","0.0186064322779141","0.0488368221098665","0.0111667527642296","0.00284966644423908","0.0027031120599728"
"ENSGACT00000026898","4.92990828937636e-05","6.060519669262e-08","0.000154177310830436","0.893291592094122","-0.0251526681553655","0.184366532181434","-0.0487623975261555","-0.0022607372625766","0.0106852807247926"
"ENSGACT00000008774","4.94790416007027e-05","8.03723406160268e-47","0.000155488704909547","0.214580453973835","0.261496820439484","0.42444796245291","0.0541809112203035","-0.0306181082778607","-0.0328030947237952"
"ENSGACT00000019314","0.000101559575524144","3.45410246878267e-17","0.000155878788959027","0.226731666758253","-0.0296925943847956","0.0460526539142084","0.00961562455222196","0.00652652965484842","-0.00479897224588008"
"ENSGACT00000015080","0.000126844841766715","2.19155342774007e-22","0.000156006438106523","0.136240220079164","-0.0182670653723315","0.067112085065905","0.0113097408873694","0.00484273780042472","-0.00807796458534802"
"ENSGACT00000023898","6.08964577509198e-05","3.30510557483899e-05","0.000157010787946279","0.964277509927888","-0.10704206450349","0.0613289577068236","0.0463789941628713","0.00770166734333779","4.18475203007696e-06"
"ENSGACT00000009542","6.93347641021743e-05","4.32392892366304e-32","0.000157469101008073","0.439792995039743","0.0640969905073194","0.235406053372821","0.0182789066053975","0.0195466832196326","0.00240482489767338"
"ENSGACT00000018433","8.08591506691772e-05","9.2515816674182e-08","0.000157666923801822","0.972651898532344","0.0581554685538247","0.130681910476926","0.0289185657199682","0.00310192148445425","-0.00137425390256126"
"ENSGACT00000008936","4.98170876670642e-05","0.00108397735142484","0.000159382999168217","0.929235392845061","0.0246052781566725","0.0804244773181728","0.0293941253674772","0.00666059606563741","0.00736832505101285"
"ENSGACT00000007120","5.59315854707242e-05","1.53678607520486e-09","0.000159571495522475","0.648754594077946","0.143347852075222","-0.0235424525426047","-0.0272090742393005","-0.0218517974674301","-0.00721870915021247"
"ENSGACT00000008448","9.7203317960456e-05","7.01436150952972e-53","0.000159606239430296","0.0747825737792429","0.0215200584929171","0.177237723375725","-0.026908989333905","0.0218691590950553","0.0156425905942222"
"ENSGACT00000024674","8.24883822156197e-05","1.19883143717898e-16","0.000159983046293607","0.203105075394031","-0.0124708245998326","0.076808396384798","0.00908474895536689","0.0142629669632901","0.000677731302779986"
"ENSGACT00000019271","0.000191189104000411","9.03669773178015e-38","0.000160740986810574","0.0483777817728474","-0.0276021027262005","0.0685163932792539","0.00559250594345577","0.0118921431407255","-0.000999211331922168"
"ENSGACT00000012325","3.62748283040266e-05","1.65982194315515e-25","0.000161092268227145","0.0563744706244881","-0.000193861464107278","0.381587905175116","-0.103705327548844","0.0400664556692652","0.0840745222325601"
"ENSGACT00000019349","4.66726943528774e-05","1.22736384848079e-27","0.000161762312137924","0.772856649343368","0.15519416441014","-0.219280174919282","-0.0373041041509779","-0.0153115863849353","0.00336559419328316"
"ENSGACT00000018306","4.73465298754391e-05","0.0601197418741995","0.000162093620756994","0.834115663406496","0.0733837050886106","0.0419056125316261","0.0385050207207349","-0.00826562395726668","-0.0118080853801121"
"ENSGACT00000025561","6.54253083735105e-05","0.000862850226201578","0.000162265508101158","0.0890804296948336","-0.0755337227395613","0.0349082768689181","0.0251541881530928","0.0285835402014106","-0.0132022670984611"
"ENSGACT00000014109","8.78435410795214e-05","6.62081243457506e-10","0.000163370818324783","0.205844033842752","-0.0629895573685531","0.0439004321962698","0.0213632268128783","0.00559770107338004","-0.0147348290503178"
"ENSGACT00000023506","8.1202133565748e-05","0.0343564652916987","0.000165118408491286","0.0336273303936878","0.000280961870229192","0.0386707138247342","0.0191770016020484","0.00179645577748427","-0.0188085644302843"
"ENSGACT00000008259","7.5617122065829e-05","9.74411989793839e-05","0.000165277654545339","0.653185038991171","0.0107400348142503","0.0542858212844378","-0.0200877378145479","0.00733133405795027","0.00807386812236869"
"ENSGACT00000002444","4.7955481242016e-05","0.000498775307009523","0.000165369048463318","0.160125090622587","-0.0772132378818638","0.0322551421777352","0.02576863218109","0.0250182383201382","-0.0115861462053062"
"ENSGACT00000010079","5.80819971026359e-05","0.0847550209988461","0.000166300786629981","0.0445279135578396","0.0334033334831727","-0.0338148599981072","-0.0221270011586384","-0.0312602478016441","0.0132617057221133"
"ENSGACT00000006478","8.41221104590723e-05","1.11463459848745e-11","0.000166448153460146","0.205780876968689","-0.0102838398513488","0.0772921127412059","0.0181104387506547","0.00297369169742679","-0.0128716631014664"
"ENSGACT00000021441","8.74704635795688e-05","1.00813639368442e-34","0.000167119986072009","0.00371135320715511","-0.0314388721780095","0.0997992875315461","0.0133161343431409","0.0108988928743081","-0.0143055827893241"
"ENSGACT00000015295","0.000120421524534466","1.70567254266999e-25","0.000168006848080272","0.536268189223781","-0.0308271112049301","0.0563419841716382","0.0114122903633437","0.000641684980589246","-0.00569349736533797"
"ENSGACT00000005239","0.000108060187612462","3.61581561941416e-32","0.000168028447330435","0.0166199932542536","-0.0352582290020498","0.0728245931626066","0.0118413170546958","0.00653932947645557","-0.0115829638462417"
"ENSGACT00000001310","6.13979662156058e-05","1.61525969197949e-06","0.000168534060071151","0.378514080986024","0.0168144165825082","-0.0842488801062519","-0.022055847263408","-0.0156249105380349","0.00715863236764775"
"ENSGACT00000024963","3.66586247770028e-05","7.71742917479649e-39","0.000168859001161757","0.0193361333144961","0.18699827702715","-0.683349921533781","-0.0384873442522991","-0.114589651023613","0.0171996100422562"
"ENSGACT00000010842","7.23633079051375e-05","1.38344466426217e-07","0.00017029194484709","0.962750440465273","-0.0251178867092736","0.0408812305197508","0.0164604690551737","-0.00162381061702271","0.00144205880578279"
"ENSGACT00000019556","7.80016337913698e-05","8.01593473970025e-05","0.00017063793473082","0.640113380040321","0.128744778056409","0.0779660000663838","-0.0372939166526875","-0.0104964408903448","0.0122843856649449"
"ENSGACT00000020758","0.000105209156555602","1.70855895306438e-40","0.000171318483068125","0.0863750450810656","-0.0426928130122332","0.0749705096238752","0.0105834205005036","0.0066012221908314","-0.00778005242357072"
"ENSGACT00000011938","8.01067020069773e-05","9.90399113680516e-09","0.000171680822283091","0.299411468115922","-0.0711513689560762","0.0363429413074193","0.0297518859325191","-0.00716570419741996","-0.0201291326862363"
"ENSGACT00000004143","6.50153848001926e-05","6.21447407674362e-05","0.000171861290429183","0.612637634573474","-0.0589050680894303","0.0142190675935666","0.015655971142284","0.0136500929851932","0.011622900675954"
"ENSGACT00000020212","7.1565907964135e-05","2.75328658784693e-08","0.000171949370723457","0.953544913852252","-0.0645291358641648","0.00126689479376681","0.0167626601577458","0.000267766242073887","-0.00263902390821036"
"ENSGACT00000014612","0.000110166252149771","4.5945362890628e-45","0.000172065175316679","0.331840113888226","-0.0900914683347122","0.0572023744584873","0.00940386027853597","0.0102580144580927","-0.000649883545457717"
"ENSGACT00000020454","0.000145685915931424","2.38710628600447e-48","0.000172369752823709","0.00455237421167501","-0.0457712737248094","0.0776805411808202","0.00891697537850936","0.0110789475205171","-0.00873659025123707"
"ENSGACT00000007236","8.47576989255541e-05","0.110820123455305","0.000172577342947513","0.192993875622595","-0.0226797040145312","-0.0340774598470804","0.00538616230162983","0.0143592419297396","0.00837831989916824"
"ENSGACT00000024351","9.27810782908187e-05","5.5952441287827e-63","0.000172650799170693","0.272260628465997","-0.0594412886002511","0.107773155622261","0.0159970031898342","-0.00213983249020211","-0.0109991968232831"
"ENSGACT00000019240","2.75212911389279e-05","2.37752994526696e-06","0.000173426639304169","0.596375460308917","0.264977636078946","0.0729745546910082","-0.0732421146545515","-0.0175829859658203","0.0286426219697455"
"ENSGACT00000014267","9.25313195763517e-05","5.44765226720125e-08","0.000174441702661729","0.204782100034157","0.00667056256969227","0.0663869540386634","0.0195869749770779","-0.0044471488586515","-0.0146618704667586"
"ENSGACT00000013968","9.4093948943669e-05","0.0856855196884459","0.000174746218123934","0.513809690230472","-0.0177084298538469","0.00519860923180598","0.0223468720047919","-0.00811333067467299","-0.0113999296200501"
"ENSGACT00000012064","8.8072042883439e-05","3.22181239626934e-08","0.000176333455231063","0.159081381075687","-0.0722401993302019","-0.0236018084604059","0.0149065263471747","0.00830914589523616","-0.00989915404772802"
"ENSGACT00000021739","3.42532858344939e-05","0.000335514353546527","0.000176687042292843","0.750880845633102","0.0241636456110083","0.146771493583382","0.0645776702124776","-0.0247581618230021","-0.016826131573953"
