"gene","meanreadprop","Treat_P","DPI_P","Treat_DPI_P","Treat_C","DPI_C","Treat_DPI_C"
"ENSGACT00000021362","5.13648478394144e-05","0.945184241718717","0.696718967657715","0.931664696502288","-0.00647584308386535","0.000336888728143286","0.000191947106768537"
"ENSGACT00000004964","3.69782700263314e-05","0.945391874276702","0.915042533325093","0.476811548396955","-0.057295947811524","-0.00176387401786145","0.00296182284394599"
"ENSGACT00000000932","3.67398379195046e-05","0.945586222301489","0.344723129540399","0.0546391142223121","-0.156568301124712","-0.0075169484100728","0.00967004259269627"
"ENSGACT00000007407","3.78749748860599e-05","0.945595057999295","0.288338401133415","0.705900225893028","0.0249422124159331","0.0023442574256593","-0.00121646030331044"
"ENSGACT00000010755","6.11152559864747e-05","0.945652412219751","0.354011163483829","0.225897363915856","-0.0344765382306921","-0.000275099933549764","0.00199162613476308"
"ENSGACT00000012903","2.66225117831935e-05","0.94570493779338","0.706170752890172","0.993368089926758","0.00516076611318738","0.00104183153425733","4.69743826293259e-05"
"ENSGACT00000023036","9.69225437028296e-05","0.945723999195598","0.00298336335626894","0.183720069231798","0.0266792594329064","-0.000925275545414113","-0.00155036677193136"
"ENSGACT00000016156","5.35119379368231e-05","0.945743611296562","0.0511251092908403","0.21673326472345","0.0555081448573951","0.00383165116448231","-0.00293145093862027"
"ENSGACT00000000653","6.48325518160737e-05","0.945773616904416","0.0316893911284878","0.423907139015569","0.0169170673096277","0.0019991455637399","-0.00107374830844026"
"ENSGACT00000014923","0.000100182886373576","0.945904235736931","0.0501785929403898","0.501434060367854","-0.0194034037224991","0.000865537275066831","0.00092072902494389"
"ENSGACT00000012800","0.000103626481074119","0.946049330096401","0.690720509752105","0.171888741646823","0.031355189255355","0.000683947464471386","-0.00184829976228043"
"ENSGACT00000004062","9.62207772698126e-05","0.946063202801767","0.0277810810916439","0.350739207861615","0.013722917164569","0.00145850817444066","-0.000859493224919031"
"ENSGACT00000014472","4.36243357181177e-05","0.946115643381698","0.0683916643024878","0.832381072053474","0.0358998416627799","0.0077195486348088","-0.00159026087862504"
"ENSGACT00000009516","2.94907789101184e-05","0.946210213483622","0.548379821230023","0.0308802850907827","-0.202411696911154","-0.00768755669372855","0.0114680155989094"
"ENSGACT00000001175","6.36977254643323e-05","0.946211944046783","0.362497079656513","0.597930957178229","0.0172223257597542","0.00121021413833553","-0.000876100946518336"
"ENSGACT00000023032","8.23727591984432e-05","0.946265062723216","0.420284993647964","0.379336981219125","0.0277613882466005","0.00165325579335919","-0.00169706998830281"
"ENSGACT00000009815","5.2624281308965e-05","0.946283522918037","0.193250014201851","0.989089550866197","-0.00319098266488461","0.00147541921300357","-3.06315271920254e-05"
"ENSGACT00000006979","3.66380732765601e-05","0.94645086408337","0.68084999017369","0.295207996290717","-0.0791302473715082","-0.00352624432296251","0.00488511694551391"
"ENSGACT00000016884","0.000101688442336334","0.946658123516127","0.631788295944699","0.625788422909755","0.0130861879001634","0.000661685299026779","-0.000655775490549586"
"ENSGACT00000024235","8.65463696595927e-05","0.946684502982897","0.00222327775606608","0.396897533279737","-0.0231996647389954","0.00141581676148535","0.0010970047436597"
"ENSGACT00000003662","3.17669208931795e-05","0.946929706394838","0.830741795885307","0.964068203284645","0.00219297215492645","-0.00063220967577841","0.000218878107344328"
"ENSGACT00000012072","3.20160680065323e-05","0.947062162481488","0.32113902571057","0.734191548302614","-0.0339278336882608","-0.0034623653034629","0.00175534459398829"
"ENSGACT00000018049","0.000105021393549816","0.947126814428039","0.245861244814178","0.716120317892734","0.0054395036614269","0.00084510005487615","-0.000399851687285697"
"ENSGACT00000019104","6.63004474681004e-05","0.947177388473836","0.844010309652725","0.267976064629772","0.0232953015191835","0.000842370825684606","-0.00139262819562933"
"ENSGACT00000002087","3.3635776637918e-05","0.94717890126569","0.622380674397821","0.0940564023208346","-0.140614722414715","-0.00281710942096578","0.00744501364406027"
